file,context,source,translation,category,suggested_check
st_Chinese.ts,QObject,Selections can't create lumped port! Lumped port face must be rect or ring.,所有几何不能创建集总端口，端口必须是矩形或圆环。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Create Face Lumped Port,不能创建集总面端口,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,The selected information is empty. Unable to create a wave port.,所选信息为空。不能创建波端口。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Selections can't create wave port!,选择的面不能创建波端口！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,The project name is empty. Please enter a valid name.,工程名称为空，请输入有效的名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Please check whether the project path already exists.,请检查工程路径是否已存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"The group name is empty, please enter a valid name.",组名称为空，请输入有效的名称。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,""" is in use and cannot be deleted. Please exit.",已经被使用，不能删除。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,""" is being used, can't be deleted, quit.",""" 已经被使用，不能删除，退出。",其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,The default boundary condition cannot be deleted. Please double-click to modify the boundary condition.,默认边界不能删除，请双击修改边界条件。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"After deleting the snapshot frequency point, the snapshot results will be cleared and the operation cannot be undone. Do you want to continue?",删除快照频点后，快照结果将被清空且无法撤回该操作，是否继续？,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Selections can't create lumped port!,所选对象无法创建集总端口！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Selections can't create lumped element!,所选对象无法创建集总元件！,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Filter Error Messages,过滤错误信息,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Warning,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Filter Warning Messages,筛选警告信息,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Export figure failed. Path: %1.(%2),导出图形失败：%1.(%2),端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,warning,警告,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,variable Name format error,变量名称格式错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Variable name can't start with ""or""","变量名不能以“or""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Variable name can't start with ""and""","变量名不能以“and""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Variable name can't start with ""xor""","变量名不能以“xor""开头",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"The variable can not be evaluated, please check the input.",该变量无法计算，请检查输入。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Variable name format error,变量名称格式错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"Unknown error, unable to obtain LCS.",位置错误，不能获取LCS坐标。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Offset surface operations are not allowed in the simulation.,仿真中不允许偏移面操作。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,Blend is not allowed in simulation.,转圆角不允许。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,Chamfer is not allowed in simulation.,倒角不能包含中文。,仿真/求解,先运行验证，检查频率、求解器、Domain、材料、端口/激励是否完整；查看详细日志定位失败阶段。
st_Chinese.ts,QObject,Parameter error,参数错误,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,is empty or variable not exist or format error.,为空，变量不存在或格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,is empty or variable not exist or format error.,为空，变量不存在或格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,format error.,"格式错误格式为 x, y",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,format error.,"格式错误格式为 x, y, z",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,format error.,格式错误。,参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,contains unparseable string.,包含无法解析的字符串。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"The compressed file path is empty, please select a new path.",压缩文件路径不存在。,文件/导入导出,检查文件路径、后缀、权限、文件是否为空或被占用；导入数据时检查格式与分隔符。
st_Chinese.ts,QObject,"Import failed, material already exists.",导入失败，材料已存在。,端口/激励,检查端口创建时的选择对象、端口面是否为平面、是否贴合 Domain、导体数量/电势设置是否变化；必要时重新创建端口或重新运行波端口。
st_Chinese.ts,QObject,Preview failed.,预览失败。,其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,Center format error,"中点格式错误格式 = u, v, w",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,Center format error,"中心格式错误，格式为u, v",参数/输入格式,"按提示检查输入格式，例如坐标 `(u,v,w)`、数值范围、变量名和单位；不要在非单位界面额外带单位。"
st_Chinese.ts,QObject,"The angle range of arc is error, fabs(theta0 - theta1) should be in the range of [1e-4, 360].","圆弧的角度范围错误，theta0-theta1的绝对值应该在[1e-1,360]范围内。",其他,结合原始提示、当前操作阶段和帮助文档限制进一步排查。
st_Chinese.ts,QObject,"Grouping based on material failed, maybe the child node does not belong to root node",按材料分组失败，子节点可能不属于根节点,材料,检查材料名称是否重复、材料模块是否支持当前物理场、参数格式和损耗设置是否正确。
